id,word,frequency,pos
14788,angelo,2666858,96
14789,tertiary,2666579,96
14790,exhausted,2666510,100
14791,smarter,2666509,84
14792,slac,2666432,96
14793,shelters,2666020,92
14794,attain,2665813,100
14795,dora,2665577,96
14796,calorie,2665570,96
14797,inconvenience,2665497,96
14798,tang,2665461,96
14799,graphite,2665444,96
14800,vaccination,2665198,96
14801,stroller,2665191,96
14802,farther,2665081,86
14803,bowel,2664824,100
14804,sweaters,2664788,92
14805,chats,2663508,92
14806,mafia,2662915,100
14807,riot,2662817,92
14808,fats,2662797,92
14809,futuna,2662699,96
14810,mandarin,2662588,96
14811,dungeon,2662396,96
14812,predictable,2662037,96
14813,germans,2662009,96
14814,lilly,2661996,96
14815,shire,2661961,100
14816,susceptible,2661916,84
14817,mosquito,2661228,96
14818,kashmir,2660002,96
14819,insest,2659983,96
14820,lyons,2659758,96
14821,skyline,2659754,96
14822,sulfur,2659639,92
14823,scams,2659594,96
14824,lipid,2659303,96
14825,putnam,2659278,96
14826,corpse,2659154,96
14827,speedy,2658680,96
14828,ming,2657985,96
14829,tao,2657896,96
14830,quot,2657852,96
14831,ritz,2657671,96
14832,networked,2657613,100
14833,localhost,2657255,100
14834,lush,2657216,84
14835,barrels,2657053,92
14836,transformations,2656856,92
14837,cabling,2656794,100
14838,analogue,2656702,96
14839,werner,2655807,96
14840,clyde,2655276,96
14841,stills,2654919,96
14842,perimeter,2654737,100
14843,biased,2654673,100
14844,cardiology,2654595,92
14845,playoff,2653922,92
14846,honorary,2653254,84
14847,sti,2652802,96
14848,irwin,2652273,96
14849,brewer,2652029,92
14850,chiang,2651996,96
14851,exchanged,2651773,100
14852,payload,2651640,96
14853,adhere,2651048,96
14854,fran,2650751,96
14855,merrill,2650255,96
14856,oldsmobile,2649468,96
14857,grilled,2649288,100
14858,rafael,2649059,96
14859,ccc,2648549,96
14860,enquire,2648129,100
14861,toilets,2648058,92
14862,mains,2647727,92
14863,whales,2647453,96
14864,misty,2647268,96
14865,lindsey,2647107,96
14866,parity,2646711,92
14867,partitions,2646479,92
14868,grim,2646319,84
14869,conserved,2646232,100
14870,searchsearch,2645768,92
14871,hubbard,2645429,96
14872,rewrite,2645136,100
14873,vending,2644752,100
14874,prism,2644181,96
14875,chasing,2644070,96
14876,keygen,2643584,96
14877,janeiro,2643557,96
14878,flop,2642929,96
14879,aggregation,2642869,96
14880,shelley,2642759,96
14881,batting,2642534,96
14882,borrowed,2642418,100
14883,heh,2642212,84
14884,transexuals,2642090,92
14885,rests,2642047,92
14886,toss,2641689,84
14887,prentice,2641656,92
14888,depicted,2641434,100
14889,grapes,2641229,92
14890,proposing,2640375,100
14891,cumbria,2640276,96
14892,winding,2639983,96
14893,diaz,2639929,96
14894,ripped,2639873,100
14895,vegan,2639071,96
14896,congressman,2638953,96
14897,cobalt,2638260,96
14898,pity,2638077,96
14899,recombinant,2637912,96
14900,ubuntu,2637876,96
14901,downward,2637689,96
14902,superstar,2637465,92
14903,closeout,2637272,96
14904,corel,2636485,96
14905,kayaking,2636203,100
14906,synergy,2636162,96
14907,eta,2635939,96
14908,catalogues,2635839,96
14909,aspire,2635816,96
14910,harvesting,2635647,96
14911,garfield,2634421,96
14912,groom,2634414,96
14913,jewels,2634267,92
14914,saturated,2633718,100
14915,georges,2633610,92
14916,backpacking,2633530,100
14917,quincy,2633227,92
14918,accidentally,2633110,86
14919,doughty,2632425,96
14920,bonded,2632187,100
14921,sticking,2631713,100
14922,dudley,2631487,96
14923,osama,2631164,96
14924,weeds,2630503,92
14925,stripped,2630462,100
14926,oprah,2630389,96
14927,inflatable,2630142,84
14928,beers,2629556,92
14929,clive,2629414,84
14930,fixture,2629264,96
14931,glassware,2629165,96
14932,canary,2628993,96
14933,steadily,2628951,86
14934,amc,2628024,96
14935,imagined,2627835,100
14936,darby,2627328,96
14937,woke,2627063,96
14938,kos,2627052,96
14939,fills,2627052,100
14940,proportions,2626927,92
14941,grips,2626863,100
14942,clergy,2626767,96
14943,coursework,2626210,92
14944,solicitors,2625819,92
14945,kayak,2625728,96
14946,moderately,2625519,86
14947,mayotte,2625374,96
14948,altar,2624661,84
14949,salvage,2623798,92
14950,repetitive,2623595,84
14951,stanton,2622163,96
14952,creators,2621847,92
14953,gears,2621713,100
14954,orbital,2621506,84
14955,musicals,2620731,92
14956,kilometres,2620082,92
14957,cuff,2619902,96
14958,lithuanian,2619862,84
14959,amatuer,2619659,96
14960,repeating,2619205,100
14961,empires,2619135,92
14962,profiling,2619081,100
14963,reps,2618285,96
14964,hn,2618170,96
14965,oyster,2618155,96
14966,sturdy,2617739,96
14967,sequencing,2616794,96
14968,massacre,2616671,96
14969,undergo,2615989,96
14970,panoramic,2615877,96
14971,risen,2615781,96
14972,blended,2615601,84
14973,deskjet,2615554,92
14974,rhino,2615219,92
14975,polynomial,2615040,84
14976,tau,2614305,96
14977,nsa,2613736,96
14978,imperative,2613416,84
14979,stakeholder,2613405,92
14980,beg,2613375,92
14981,digging,2612878,100
14982,lantern,2612095,96
14983,catches,2611945,100
14984,evangelical,2611913,96
14985,eaton,2611893,96
14986,ruler,2611424,92
14987,signifies,2610150,100
14988,henri,2609404,96
14989,stochastic,2609029,96
14990,psu,2608915,96
14991,tokens,2608695,100
14992,santana,2608278,96
14993,kidding,2607373,100
14994,piping,2606971,92
14995,swept,2606338,100
14996,swansea,2606302,96
14997,airmail,2606118,92
14998,staring,2605617,100
14999,seventy,2605475,93
15000,problematic,2605073,84
15001,troop,2604818,92
15002,arose,2604555,100
15003,decomposition,2602704,92
15004,chatham,2602471,96
15005,roadmap,2601620,96
15006,ogg,2601383,85
15007,becky,2601015,96
15008,lesbo,2600958,96
15009,farrell,2600945,96
15010,elders,2600717,96
15011,interpreters,2600534,92
15012,supporter,2600065,92
15013,acknowledgements,2599728,100
15014,klaus,2599508,96
15015,tnt,2599154,96
15016,skincare,2598791,96
15017,conquest,2598662,96
15018,heroin,2597950,96
15019,repairing,2596909,100
15020,mandated,2596505,100
15021,workbook,2596154,96
15022,assemble,2594198,96
15023,xslt,2594139,96
15024,hogan,2594075,96
15025,omg,2593977,96
15026,whistle,2593936,96
15027,sulfate,2593779,96
15028,dresden,2593024,84
15029,timeshare,2592855,96
15030,diversified,2592749,100
15031,oldies,2592076,92
15032,fertilizer,2591938,92
15033,complaining,2591097,100
15034,analytic,2590802,96
15035,predominantly,2590282,86
15036,amethyst,2589227,96
15037,debra,2589078,96
15038,woodward,2588714,86
15039,rewritten,2588684,100
15040,cdrom,2588461,96
15041,concerto,2588422,96
15042,adorable,2588392,84
15043,ambition,2588076,92
15044,torres,2587875,92
15045,apologize,2587498,100
15046,cle,2587230,92
15047,restraint,2587226,92
15048,thrillers,2587078,92
15049,fortran,2586701,92
15050,eddy,2586490,92
15051,condemned,2586257,100
15052,berger,2586164,96
15053,timeless,2585864,96
15054,parole,2585515,96
15055,corey,2585290,96
15056,kendall,2585246,96
15057,spouses,2585098,96
15058,slips,2584899,100
15059,vv,2584206,96
15060,ninety,2584176,93
15061,tyr,2583774,96
15062,trays,2583608,96
15063,stewardship,2583558,92
15064,cues,2582954,100
15065,esq,2582627,96
15066,bioinformatics,2581765,96
15067,kisses,2581750,100
15068,kerr,2581698,96
15069,regulating,2581560,100
15070,flock,2581476,92
15071,exporting,2581389,100
15072,arabian,2580946,96
15073,chung,2580318,96
15074,subpart,2580057,96
15075,scheduler,2579597,96
15076,bending,2579406,100
15077,boris,2578506,96
15078,hypnosis,2578410,96
15079,kat,2578132,96
15080,ammunition,2577919,96
15081,vega,2577825,96
15082,pleasures,2577787,100
15083,shortest,2577705,86
15084,denying,2577702,100
15085,cornerstone,2577161,92
15086,recycle,2576975,92
15087,shave,2576703,96
15088,sos,2576642,96
15089,lsu,2576312,96
15090,sexe,2576160,96
15091,disruption,2575587,96
15092,galway,2575374,96
15093,colt,2575364,96
15094,artillery,2575111,96
15095,furnish,2574840,96
15096,precedence,2574008,96
15097,gao,2573995,96
15098,applicability,2573949,96
15099,volatility,2573937,92
15100,grinding,2573713,100
15101,rubbish,2573596,84
15102,missionary,2573470,96
15103,knocked,2573290,100
15104,swamp,2573007,92
15105,uid,2572817,92
15106,pitching,2572647,92
15107,hoteles,2572459,92
15108,fav,2572223,100
15109,bordeaux,2572142,96
15110,manifold,2571879,96
15111,wf,2571812,96
15112,tornado,2571306,96
15113,disneyland,2570984,96
15114,umd,2570342,96
15115,gdb,2569996,96
15116,possessed,2569948,100
15117,upstairs,2569941,92
15118,bro,2569921,92
15119,turtles,2569903,92
15120,offs,2569642,92
15121,listserv,2569411,100
15122,fab,2569208,96
15123,vauxhall,2568710,96
15124,cond,2568563,96
15125,welcoming,2568555,100
15126,learns,2568209,92
15127,manipulate,2567894,100
15128,dividing,2567723,100
15129,hickory,2567202,92
15130,renovated,2567035,100
15131,inmates,2566762,92
15132,tokelau,2566720,96
15133,conformance,2565877,92
15134,slices,2565744,92
15135,diecast,2565168,96
15136,bittorrent,2564696,92
15137,cody,2564383,92
15138,frankie,2563419,92
15139,oa,2562953,96
15140,lawson,2562698,96
15141,quo,2562384,96
15142,iu,2562160,96
15143,vf,2562043,96
15144,alprazolam,2561970,96
15145,damned,2561960,100
15146,beethoven,2561362,100
15147,faint,2561224,84
15148,rebuilt,2561086,92
15149,proceeded,2560942,100
15150,collaborate,2560923,92
15151,lei,2560270,96
15152,tentative,2560019,92
15153,peterborough,2559975,84
15154,fierce,2559869,96
15155,jars,2559594,92
15156,authenticity,2559346,92
15157,hips,2559160,92
15158,rene,2559102,100
15159,gland,2558537,96
15160,positives,2557663,92
15161,wigs,2557160,92
15162,resignation,2556663,92
15163,striped,2556652,100
15164,zion,2556471,96
15165,blends,2555646,92
15166,garments,2554939,92
15167,fraternity,2554440,96
15168,hunk,2554386,96
15169,allocations,2553983,92
15170,lymphoma,2553839,96
15171,tapestry,2553606,92
15172,originating,2553604,100
15173,stu,2553592,96
15174,chap,2553088,96
15175,blows,2552864,100
15176,inevitably,2552684,86
15177,rpc,2550907,96
15178,freebies,2550801,92
15179,converse,2550216,86
15180,frontline,2550142,96
15181,thb,2549806,96
15182,tele,2549512,96
15183,gardener,2549456,92
15184,imap,2548850,96
15185,winamp,2548843,96
15186,winnie,2548654,96
15187,ita,2548489,96
15188,higgins,2548208,96
15189,stoke,2548030,100
15190,idg,2547777,96
15191,warwickshire,2547717,96
15192,polymers,2547657,92
15193,penguins,2547602,92
15194,attracting,2547585,100
15195,grills,2547379,92
15196,jeeves,2547116,92
15197,harp,2547037,100
15198,phat,2546938,85
15199,zz,2546617,91
15200,escrow,2546274,92
15201,lumpur,2546094,96
15202,wes,2545315,96
15203,dds,2545057,100
15204,denton,2544228,96
15205,anthem,2544183,96
15206,tack,2543242,96
15207,whitman,2542684,96
15208,nowadays,2542313,86
15209,woodstock,2541443,96
15210,infospace,2541291,96
15211,sack,2541098,96
15212,inferior,2540989,84
15213,surfers,2540430,92
15214,abuses,2540360,92
15215,inspected,2540113,100
15216,deb,2539892,96
15217,jockey,2539766,96
15218,kauai,2539565,96
15219,licensors,2539452,96
15220,indicative,2539360,96
15221,cpc,2539213,96
15222,stresses,2538365,100
15223,incumbent,2538216,84
15224,ithaca,2537882,92
15225,webhosting,2537590,100
15226,edmund,2537317,96
15227,peoria,2537223,96
15228,upholstery,2536998,92
15229,aggression,2536564,92
15230,peek,2536543,96
15231,alr,2536469,96
15232,practiced,2536233,100
15233,ella,2536094,96
15234,casualties,2536062,96
15235,ipsec,2535342,96
15236,bournemouth,2535149,96
15237,sudoku,2534995,96
15238,monarch,2534937,96
15239,undef,2534917,96
15240,housed,2534763,100
15241,administering,2534664,100
15242,temptation,2534499,96
15243,havana,2534428,96
15244,roe,2534135,96
15245,campground,2533983,96
15246,nasal,2533719,96
15247,sars,2533397,96
15248,restrictive,2533177,84
15249,costing,2533124,92
15250,ranged,2533059,100
15251,cme,2532985,92
15252,predictive,2532915,84
15253,vlan,2532364,96
15254,aquaculture,2530902,96
15255,hier,2530866,96
15256,spruce,2530752,92
15257,paradox,2530282,92
15258,sendmail,2530176,92
15259,redesign,2529651,100
15260,billings,2529321,92
15261,jeanne,2529180,96
15262,nitro,2529162,96
15263,oxidation,2528887,96
15264,jackpot,2528048,96
15265,marin,2528018,96
15266,halfway,2527931,96
15267,cortex,2527914,96
15268,entitlement,2527515,92
15269,amending,2526428,100
15270,conflicting,2526359,100
15271,georgian,2526005,84
15272,compensate,2525933,92
15273,recherche,2525439,96
15274,loser,2525275,96
15275,secs,2525179,96
15276,mixers,2524797,96
15277,accountancy,2524555,96
15278,claus,2524494,96
15279,policing,2524194,100
15280,braves,2523831,96
15281,cracking,2523126,100
15282,sued,2522999,100
15283,shoots,2522790,96
15284,michaels,2522476,92
15285,interrupted,2522324,100
15286,hemisphere,2522092,96
15287,miranda,2521893,96
15288,clover,2521718,96
15289,ecc,2521710,85
15290,kj,2521169,96
15291,kindness,2521124,92
15292,similarities,2520971,92
15293,kv,2520743,96
15294,hipaa,2520685,96
15295,porto,2520617,96
15296,neutron,2520545,96
15297,duluth,2520530,96
15298,directs,2520401,100
15299,jolly,2520236,86
15300,snakes,2520118,92
15301,swelling,2519992,100
15302,spanning,2519826,100
15303,politician,2519370,92
15304,femme,2518528,92
15305,unanimous,2518421,84
15306,railways,2518175,92
15307,approves,2517892,100
15308,scriptures,2517859,92
15309,misconduct,2517597,92
15310,lester,2517454,92
15311,dogg,2517359,96
15312,folklore,2516542,92
15313,resides,2516255,100
15314,wording,2516157,92
15315,obliged,2515571,100
15316,perceive,2514814,84
15317,rockies,2514470,92
15318,siege,2513247,92
15319,dimm,2513076,100
15320,exercising,2512558,100
15321,acoustics,2511836,92
15322,voluntarily,2511826,86
15323,pensacola,2511057,96
15324,atkinson,2510350,96
15325,crs,2510249,96
15326,condominium,2510231,96
15327,wildcats,2509986,100
15328,nord,2508904,84
15329,exhibitors,2508067,92
15330,truths,2506757,92
15331,ssi,2506680,96
15332,grouping,2506557,100
15333,wolfe,2506379,84
15334,redwood,2505907,84
15335,thereto,2505600,92
15336,invoices,2505585,92
15337,tyres,2505496,92
15338,westwood,2505462,96
15339,authorizing,2504621,100
15340,enamel,2504267,96
15341,toby,2504042,96
15342,gly,2503997,86
15343,radiant,2503539,84
15344,estonian,2503434,96
15345,virgins,2503430,92
15346,firstly,2503370,86
15347,martini,2503054,96
15348,butte,2502866,92
15349,bomber,2502249,92
15350,reeves,2502140,100
15351,songwriter,2501991,96
15352,suspicion,2501919,92
15353,disadvantage,2501856,96
15354,bastard,2501437,96
15355,shania,2501286,96
15356,coaster,2500767,92
15357,spends,2500565,92
15358,hicks,2500541,100
15359,typedef,2500467,96
15360,pratt,2500336,96
15361,pedigree,2500142,92
15362,strippers,2500009,92
15363,macmillan,2499888,96
15364,fraudulent,2499535,84
15365,aac,2498505,92
15366,woodworking,2498343,100
15367,sherwood,2497825,84
15368,forgiveness,2497387,96
15369,cbd,2497240,96
15370,almond,2496892,96
15371,pricerunner,2496806,92
15372,afl,2496464,96
15373,catalytic,2496460,96
15374,har,2495374,96
15375,petitions,2495063,96
15376,francais,2494830,96
15377,trenton,2494614,96
15378,chalk,2494534,96
15379,omar,2493989,96
15380,alexis,2493892,96
15381,bethesda,2493688,96
15382,privatization,2493561,96
15383,sourceforge,2493144,96
15384,sanford,2492735,96
15385,axle,2492674,96
15386,membranes,2491867,96
15387,puppet,2491806,92
15388,testosterone,2491675,92
15389,cultivation,2491637,92
15390,nunavut,2491478,96
15391,surveying,2491299,100
15392,grazing,2491148,100
15393,biochemical,2490728,84
15394,pillar,2490271,92
15395,mirage,2490194,92
15396,lennon,2489904,92
15397,questionable,2489739,84
15398,seaside,2489703,84
15399,suitability,2489659,92
15400,precinct,2489508,96
15401,renamed,2489080,96
15402,cobb,2489053,96
15403,lara,2488782,96
15404,unbelievable,2488289,96
15405,soluble,2488264,84
15406,piracy,2487971,92
15407,rowing,2487823,92
15408,siding,2487618,96
15409,kx,2486934,96
15410,hardest,2486700,84
15411,forrest,2486653,96
15412,invitational,2486239,96
15413,reminders,2485842,96
15414,negro,2485776,96
15415,blanca,2485460,96
15416,equivalents,2485431,100
15417,johann,2484874,96
15418,handcrafted,2484559,100
15419,aftermarket,2484388,96
15420,pineapple,2484174,96
15421,fellowships,2484117,92
15422,freeway,2483751,96
15423,wrath,2483111,92
15424,opal,2482763,84
15425,simplest,2482377,84
15426,patrons,2482307,92
15427,peculiar,2482233,100
15428,toon,2482114,92
15429,europeans,2481885,96
15430,commence,2481872,92
15431,descendants,2481750,100
15432,redmond,2481713,96
15433,safeguard,2481243,92
15434,digitally,2480798,86
15435,lars,2480531,100
15436,hatchback,2479278,100
15437,rfp,2477755,84
15438,obsession,2477461,92
15439,grind,2477135,92
15440,albeit,2476939,98
15441,billiards,2476652,92
15442,coa,2476373,92
15443,clint,2476369,96
15444,bankers,2476029,96
15445,righteous,2476009,96
15446,eo,2475387,96
15447,redistribution,2475227,92
15448,freaks,2475082,92
15449,subclass,2474832,92
15450,rutgers,2474781,92
15451,tra,2474100,96
15452,sampled,2473688,84
15453,sincere,2473343,84
15454,deploying,2473217,100
15455,interacting,2473014,100
15456,roanoke,2472838,96
15457,intentionally,2472698,86
15458,blitz,2472481,96
15459,tended,2472227,100
15460,censorship,2471986,92
15461,cactus,2471930,96
15462,viva,2471917,96
15463,treadmill,2471613,96
15464,fiberglass,2471504,96
15465,attained,2471105,100
15466,blew,2470395,96
15467,howe,2470344,96
15468,nap,2470148,96
15469,osaka,2470052,96
15470,splendid,2469106,96
15471,janice,2469088,96
15472,personalize,2468927,96
15473,lava,2468483,92
15474,leonardo,2468215,96
15475,sucked,2467712,100
15476,scissors,2467637,92
15477,broncos,2467504,96
15478,jorge,2467168,96
15479,cooks,2466959,100
15480,sharply,2466856,86
15481,granada,2466786,96
15482,laurence,2466708,96
15483,rebellion,2465727,92
15484,rainy,2465590,96
15485,tho,2464823,96
15486,regent,2464795,96
15487,evelyn,2464782,96
15488,vinegar,2464711,96
15489,vie,2464644,96
15490,classifications,2464458,92
15491,diggs,2464445,92
15492,rafting,2464405,100
15493,pluto,2464162,96
15494,gil,2463965,96
15495,sle,2463491,96
15496,vail,2462032,96
15497,jv,2461916,96
15498,fisherman,2461709,96
15499,misery,2461558,96
15500,undergoing,2461503,96
15501,limerick,2461442,96
